Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size
BAGR,"Diversified Restaurant Holdings, Inc.","Diversified Restaurant Holdings, Inc. - Common Stock",S,N,N,100.0
BAMM,Books,"Books-A-Million, Inc. - Common Stock",Q,N,N,100.0
BANF,BancFirst Corporation,BancFirst Corporation - Common Stock,Q,N,N,100.0
BANFP,BancFirst Corporation,BancFirst Corporation - 7.2% Cumulative Trust Preferred Securities,Q,N,N,100.0
BANR,Banner Corporation,Banner Corporation - Common Stock,Q,N,N,100.0
BANX,StoneCastle Financial Corp,StoneCastle Financial Corp - Common Stock,Q,N,N,100.0
BASI,"Bioanalytical Systems, Inc.","Bioanalytical Systems, Inc. - Common Stock",S,N,N,100.0
BBBY,Bed Bath & Beyond Inc.,Bed Bath & Beyond Inc. - Common Stock,Q,N,N,100.0
BBC,BioShares Biotechnology Clinical Trials Fund,BioShares Biotechnology Clinical Trials Fund,G,N,N,100.0
BBCN,"BBCN Bancorp, Inc.","BBCN Bancorp, Inc. - Common Stock",Q,N,N,100.0
BBEP,"BreitBurn Energy Partners, L.P.","BreitBurn Energy Partners, L.P. - Common Units Representing Limited Partnership",Q,N,N,100.0
BBEPP,"BreitBurn Energy Partners, L.P.","BreitBurn Energy Partners, L.P. - 8.25% Series A Cumulative Redeemable Perpetual Preferred Units",Q,N,N,100.0
BBGI,"Beasley Broadcast Group, Inc.","Beasley Broadcast Group, Inc. - Class A Common Stock",G,N,N,100.0
BBLU,"Blue Earth, Inc.","Blue Earth, Inc. - Common Stock",S,N,N,100.0
BBNK,Bridge Capital Holdings,Bridge Capital Holdings - Common Stock,Q,N,N,100.0
BBOX,Black Box Corporation,Black Box Corporation - Common Stock,Q,N,N,100.0
BBP,BioShares Biotechnology Products Fund,BioShares Biotechnology Products Fund,G,N,N,100.0
BBRG,"Bravo Brio Restaurant Group, Inc.","Bravo Brio Restaurant Group, Inc. - Common Stock",Q,N,N,100.0
BBRY,BlackBerry Limited,BlackBerry Limited - Common Stock,Q,N,N,100.0
BBSI,"Barrett Business Services, Inc.","Barrett Business Services, Inc. - Common Stock",Q,N,N,100.0
BCBP,"BCB Bancorp, Inc. (NJ)","BCB Bancorp, Inc. (NJ) - Common Stock",G,N,N,100.0
BCLI,Brainstorm Cell Therapeutics Inc.,Brainstorm Cell Therapeutics Inc. - Common Stock,S,N,N,100.0
BCOM,B Communications Ltd.,B Communications Ltd. - Ordinary Shares,Q,N,N,100.0
BCOR,"Blucora, Inc.","Blucora, Inc. - Common Stock",Q,N,N,100.0
BCOV,Brightcove Inc.,Brightcove Inc. - Common Stock,Q,N,N,100.0
BCPC,Balchem Corporation,Balchem Corporation - Common Stock,Q,N,N,100.0
BCRX,"BioCryst Pharmaceuticals, Inc.","BioCryst Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0
BDBD,"Boulder Brands, Inc.","Boulder Brands, Inc. - Common Stock",Q,N,N,100.0
BDCV,"BDCA Venture, Inc.","BDCA Venture, Inc. - Common Stock",S,N,N,100.0
BDE,"Black Diamond, Inc.","Black Diamond, Inc. - Common Stock",Q,N,D,100.0
BDGE,"Bridge Bancorp, Inc.","Bridge Bancorp, Inc. - Common Stock",Q,N,N,100.0
BDMS,"Birner Dental Management Services, Inc.","Birner Dental Management Services, Inc. - Common Stock",S,N,N,100.0
BDSI,"BioDelivery Sciences International, Inc.","BioDelivery Sciences International, Inc. - Common Stock",S,N,N,100.0
BEAT,"BioTelemetry, Inc.","BioTelemetry, Inc. - Common Stock",Q,N,N,100.0
BEAV,"B/E Aerospace, Inc.","B/E Aerospace, Inc. - Common Stock",Q,N,N,100.0
BEBE,"bebe stores, inc.","bebe stores, inc. - Common Stock",Q,N,N,100.0
BECN,"Beacon Roofing Supply, Inc.","Beacon Roofing Supply, Inc. - Common Stock",Q,N,N,100.0
BELFA,Bel Fuse Inc.,Bel Fuse Inc. - Class A Common Stock,Q,N,N,100.0
BELFB,Bel Fuse Inc.,Bel Fuse Inc. - Class B Common Stock,Q,N,N,100.0
BFIN,BankFinancial Corporation,BankFinancial Corporation - Common Stock,Q,N,N,100.0
BGCP,"BGC Partners, Inc.","BGC Partners, Inc. - Class A Common Stock",Q,N,N,100.0
BGFV,Big 5 Sporting Goods Corporation,Big 5 Sporting Goods Corporation - Common Stock,Q,N,N,100.0
BGMD,"BG Medicine, Inc.","BG Medicine, Inc. - Common Stock",S,N,D,100.0
BHBK,"Blue Hills Bancorp, Inc.","Blue Hills Bancorp, Inc. - Common Stock",Q,N,N,100.0
BIB,ProShares Ultra Nasdaq Biotechnology,ProShares Ultra Nasdaq Biotechnology,G,N,N,100.0
BICK,First Trust BICK Index Fund,First Trust BICK Index Fund,G,N,N,100.0
BIDU,"Baidu, Inc.","Baidu, Inc. - American Depositary Shares, each representing one tenth Class A ordinary share",Q,N,N,100.0
BIIB,Biogen Idec Inc.,Biogen Idec Inc. - Common Stock,Q,N,N,100.0
BIND,"BIND Therapeutics, Inc.","BIND Therapeutics, Inc. - Common Stock",Q,N,N,100.0
BIOC,"Biocept, Inc.","Biocept, Inc. - Common Stock",S,N,N,100.0
BIOD,Biodel Inc.,Biodel Inc. - Common Stock,S,N,N,100.0
BIOL,"Biolase, Inc.","Biolase, Inc. - Common Stock",S,N,N,100.0
BIOS,"BioScrip, Inc.","BioScrip, Inc. - Common Stock",Q,N,N,100.0
BIRT,Actuate Corporation,Actuate Corporation - Common Stock,Q,N,N,100.0
BIS,ProShares UltraShort Nasdaq Biotechnology,ProShares UltraShort Nasdaq Biotechnology,G,N,N,100.0
BJRI,"BJ's Restaurants, Inc.","BJ's Restaurants, Inc. - Common Stock",Q,N,N,100.0
BKCC,BlackRock Kelso Capital Corporation,BlackRock Kelso Capital Corporation - Common Stock,Q,N,N,100.0
BKEP,"Blueknight Energy Partners L.P., L.L.C.","Blueknight Energy Partners L.P., L.L.C. - Common Units representing Limited Partner Interests",G,N,N,100.0
BKEPP,"Blueknight Energy Partners L.P., L.L.C.","Blueknight Energy Partners L.P., L.L.C. - Series A Preferred Units",G,N,N,100.0
BKMU,Bank Mutual Corporation,Bank Mutual Corporation - Common Stock,Q,N,N,100.0
BKSC,Bank of South Carolina Corp.,Bank of South Carolina Corp. - Common Stock,S,N,N,100.0
BKYF,The Bank of Kentucky Financial Corp.,The Bank of Kentucky Financial Corp. - Common Stock,Q,N,N,100.0
BLCM,"Bellicum Pharmaceuticals, Inc.","Bellicum Pharmaceuticals, Inc. - Common Stock",G,N,N,100.0
BLDP,"Ballard Power Systems, Inc.","Ballard Power Systems, Inc. - Common Shares",G,N,N,100.0
BLDR,"Builders FirstSource, Inc.","Builders FirstSource, Inc. - Common Stock",Q,N,N,100.0
BLFS,"BioLife Solutions, Inc.","BioLife Solutions, Inc. - Common Stock",S,N,N,100.0
BLIN,"Bridgeline Digital, Inc.","Bridgeline Digital, Inc. - Common Stock",S,N,D,100.0
BLKB,"Blackbaud, Inc.","Blackbaud, Inc. - Common Stock",Q,N,N,100.0
BLMN,"Bloomin' Brands, Inc.","Bloomin' Brands, Inc. - Common Stock",Q,N,N,100.0
BLMT,"BSB Bancorp, Inc.","BSB Bancorp, Inc. - Common Stock",S,N,N,100.0
BLRX,BioLineRx Ltd.,BioLineRx Ltd. - American Depositary Shares,S,N,N,100.0
BLUE,"bluebird bio, Inc.","bluebird bio, Inc. - Common Stock",Q,N,N,100.0
BLVD,Boulevard Acquisition Corp.,Boulevard Acquisition Corp. - Common Stock,S,N,N,100.0
BLVDU,Boulevard Acquisition Corp.,Boulevard Acquisition Corp. - Units,S,N,N,100.0
BLVDW,Boulevard Acquisition Corp.,Boulevard Acquisition Corp. - Warrants,S,N,N,100.0
BMRC,Bank of Marin Bancorp,Bank of Marin Bancorp - Common Stock,S,N,N,100.0
BMRN,BioMarin Pharmaceutical Inc.,BioMarin Pharmaceutical Inc. - Common Stock,Q,N,N,100.0
BMTC,Bryn Mawr Bank Corporation,Bryn Mawr Bank Corporation - Common Stock,Q,N,N,100.0
BNCL,"Beneficial Mutual Bancorp, Inc.","Beneficial Mutual Bancorp, Inc. - Common Stock",Q,N,N,100.0
BNCN,BNC Bancorp,BNC Bancorp - Common Stock,S,N,N,100.0
BNDX,Vanguard Total International Bond ETF,Vanguard Total International Bond ETF,G,N,N,100.0
BNFT,"Benefitfocus, Inc.","Benefitfocus, Inc. - Common Stock",G,N,N,100.0
BNSO,"Bonso Electronics International, Inc.","Bonso Electronics International, Inc. - Common Stock",S,N,N,100.0
BOBE,"Bob Evans Farms, Inc.","Bob Evans Farms, Inc. - Common Stock",Q,N,N,100.0
BOCH,Bank of Commerce Holdings (CA),Bank of Commerce Holdings (CA) - Common Stock,G,N,N,100.0
BOFI,"BofI Holding, Inc.","BofI Holding, Inc. - Common Stock",Q,N,N,100.0
BOKF,BOK Financial Corporation,BOK Financial Corporation - Common Stock,Q,N,N,100.0
BONA,Bona Film Group Limited,Bona Film Group Limited - American Depositary Shares,Q,N,N,100.0
BONT,The Bon,"The Bon-Ton Stores, Inc. - Common Stock",Q,N,N,100.0
BOOM,Dynamic Materials Corporation,Dynamic Materials Corporation - Common Stock,Q,N,N,100.0
BOSC,B.O.S. Better Online Solutions,B.O.S. Better Online Solutions - Ordinary Shares,S,N,N,100.0
BOTA,"Biota Pharmaceuticals, Inc.","Biota Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0
BOTJ,"Bank of the James Financial Group, Inc.","Bank of the James Financial Group, Inc. - Common Stock",S,N,N,100.0
BPFH,"Boston Private Financial Holdings, Inc.","Boston Private Financial Holdings, Inc. - Common Stock",Q,N,N,100.0
BPFHP,"Boston Private Financial Holdings, Inc.","Boston Private Financial Holdings, Inc. - Depositary Shares representing 1/40th Interest in a Share of 6.95% Non-Cumulative Perpetual Preferred Stock, Series D",Q,N,N,100.0
BPFHW,"Boston Private Financial Holdings, Inc.","Boston Private Financial Holdings, Inc. - Warrants to purchase 1 share of common stock @ $8.00/share",Q,N,N,100.0
BPOP,"Popular, Inc.","Popular, Inc. - Common Stock",Q,N,N,100.0
BPOPM,"Popular, Inc.","Popular, Inc. - Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities",Q,N,N,100.0
BPOPN,"Popular, Inc.","Popular, Inc. - Popular Capital Trust I -6.70% Cumulative Monthly Income Trust Preferred Securities",Q,N,N,100.0
BPTH,Bio,"Bio-Path Holdings, Inc. - Common Stock",S,N,N,100.0
BRCD,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc. - Common Stock",Q,N,N,100.0
BRCM,Broadcom Corporation,Broadcom Corporation - Class A Common Stock,Q,N,N,100.0
BRDR,"Borderfree, Inc.","Borderfree, Inc. - Common Stock",Q,N,N,100.0
BREW,"Craft Brew Alliance, Inc.","Craft Brew Alliance, Inc. - Common Stock",Q,N,N,100.0
BRID,Bridgford Foods Corporation,Bridgford Foods Corporation - Common Stock,G,N,N,100.0
BRKL,"Brookline Bancorp, Inc.","Brookline Bancorp, Inc. - Common Stock",Q,N,N,100.0
BRKR,Bruker Corporation,Bruker Corporation - Common Stock,Q,N,N,100.0
BRKS,"Brooks Automation, Inc.","Brooks Automation, Inc. - Common Stock",Q,N,N,100.0
BRLI,Bio,"Bio-Reference Laboratories, Inc. - Common Stock",Q,N,D,100.0
BSDM,BSD Medical Corporation,BSD Medical Corporation - Common Stock,S,N,D,100.0
BSET,"Bassett Furniture Industries, Incorporated","Bassett Furniture Industries, Incorporated - Common Stock",Q,N,N,100.0
BSF,"Bear State Financial, Inc.","Bear State Financial, Inc. - Common Stock",G,N,N,100.0
BSFT,"BroadSoft, Inc.","BroadSoft, Inc. - Common Stock",Q,N,N,100.0
BSPM,"Biostar Pharmaceuticals, Inc.","Biostar Pharmaceuticals, Inc. - Common Stock",S,N,N,100.0
BSQR,BSQUARE Corporation,BSQUARE Corporation - Common Stock,G,N,N,100.0
BSRR,Sierra Bancorp,Sierra Bancorp - Common Stock,Q,N,N,100.0
BSTC,BioSpecifics Technologies Corp,BioSpecifics Technologies Corp - Common Stock,G,N,D,100.0
BTUI,"BTU International, Inc.","BTU International, Inc. - Common Stock",G,N,N,100.0
BUR,Burcon NutraScience Corp,Burcon NutraScience Corp - Ordinary Shares,G,N,N,100.0
BUSE,First Busey Corporation,First Busey Corporation - Common Stock,Q,N,N,100.0
BV,"Bazaarvoice, Inc.","Bazaarvoice, Inc. - Common Stock",Q,N,N,100.0
BVA,Cordia Bancorp Inc.,Cordia Bancorp Inc. - Common Stock,S,N,N,100.0
BVSN,"BroadVision, Inc.","BroadVision, Inc. - Common Stock",G,N,N,100.0
BWEN,"Broadwind Energy, Inc.","Broadwind Energy, Inc. - Common Stock",S,N,N,100.0
BWFG,"Bankwell Financial Group, Inc.","Bankwell Financial Group, Inc. - Common Stock",G,N,N,100.0
BWINA,"Baldwin & Lyons, Inc.","Baldwin & Lyons, Inc. - Class A (voting) Common Stock",G,N,N,100.0
BWINB,"Baldwin & Lyons, Inc.","Baldwin & Lyons, Inc. - Class B (nonvoting) Common Stock",G,N,N,100.0
BWLD,"Buffalo Wild Wings, Inc.","Buffalo Wild Wings, Inc. - Common Stock",Q,N,N,100.0
BYBK,"Bay Bancorp, Inc.","Bay Bancorp, Inc. - Common Stock",S,N,N,100.0
BYFC,Broadway Financial Corporation,Broadway Financial Corporation - Common Stock,S,N,N,100.0
BYLK,Baylake Corp,Baylake Corp - Common Stock,S,N,N,100.0
CA,CA Inc.,CA Inc. - Common Stock,Q,N,N,100.0
CAAS,"China Automotive Systems, Inc.","China Automotive Systems, Inc. - Common Stock",S,N,N,100.0
CAC,Camden National Corporation,Camden National Corporation - Common Stock,Q,N,N,100.0
CACB,Cascade Bancorp,Cascade Bancorp - Common Stock,S,N,N,100.0
CACC,Credit Acceptance Corporation,Credit Acceptance Corporation - Common Stock,Q,N,N,100.0
CACG,Chart Acquisition Corp.,Chart Acquisition Corp. - Common Stock,S,N,D,100.0
CACGU,Chart Acquisition Corp.,Chart Acquisition Corp. - Units,S,N,D,100.0
CACGW,Chart Acquisition Corp.,Chart Acquisition Corp. - Warrants,S,N,D,100.0
CACH,"Cache, Inc.","Cache, Inc. - Common Stock",Q,N,D,100.0
CACQ,Caesars Acquisition Company,Caesars Acquisition Company - Class A Common Stock,Q,N,N,100.0
CADC,"China Advanced Construction Materials Group, Inc.","China Advanced Construction Materials Group, Inc. - Common Stock",S,N,N,100.0
CADT,DT Asia Investments Limited,DT Asia Investments Limited - Ordinary Shares,S,N,N,100.0
CADTR,DT Asia Investments Limited,DT Asia Investments Limited - Right,S,N,N,100.0
CADTU,DT Asia Investments Limited,DT Asia Investments Limited - Unit,S,N,N,100.0
CADTW,DT Asia Investments Limited,DT Asia Investments Limited - Warrant,S,N,N,100.0
CAKE,The Cheesecake Factory Incorporated,The Cheesecake Factory Incorporated - Common Stock,Q,N,N,100.0
CALA,"Calithera Biosciences, Inc.","Calithera Biosciences, Inc. - Common Stock",Q,N,N,100.0
CALD,"Callidus Software, Inc.","Callidus Software, Inc. - Common Stock",G,N,N,100.0
CALI,China Auto Logistics Inc.,China Auto Logistics Inc. - Common Stock,G,N,D,100.0
CALL,magicJack VocalTec Ltd,magicJack VocalTec Ltd - Ordinary Shares,G,N,N,100.0
CALM,Cal,"Cal-Maine Foods, Inc. - Common Stock",Q,N,N,100.0
CAMB,Cambridge Capital Acquisition Corporation,Cambridge Capital Acquisition Corporation - Common Stock,S,N,D,100.0
CAMBU,Cambridge Capital Acquisition Corporation,Cambridge Capital Acquisition Corporation - Unit,S,N,D,100.0
CAMBW,Cambridge Capital Acquisition Corporation,Cambridge Capital Acquisition Corporation - Warrant,S,N,D,100.0
CAMP,CalAmp Corp.,CalAmp Corp. - Common Stock,Q,N,N,100.0
CAMT,Camtek Ltd.,Camtek Ltd. - Ordinary Shares,G,N,N,100.0
CAPN,"Capnia, Inc.","Capnia, Inc. - Common Stock",S,N,N,100.0
CAPNW,"Capnia, Inc.","Capnia, Inc. - Series A Warrant",S,N,N,100.0
CAR,"Avis Budget Group, Inc.","Avis Budget Group, Inc. - Common Stock",Q,N,N,100.0
CARA,"Cara Therapeutics, Inc.","Cara Therapeutics, Inc. - Common Stock",G,N,N,100.0
CARB,"Carbonite, Inc.","Carbonite, Inc. - Common Stock",G,N,N,100.0
CARO,Carolina Financial Corporation,Carolina Financial Corporation - Common Stock,S,N,N,100.0
CART,Carolina Trust Bank,Carolina Trust Bank - Common Stock,S,N,N,100.0
CARV,"Carver Bancorp, Inc.","Carver Bancorp, Inc. - Common Stock",S,N,N,100.0
CARZ,First Trust NASDAQ Global Auto Index Fund,First Trust NASDAQ Global Auto Index Fund,G,N,N,100.0
CASH,"Meta Financial Group, Inc.","Meta Financial Group, Inc. - Common Stock",Q,N,N,100.0
CASI,"CASI Pharmaceuticals, Inc.","CASI Pharmaceuticals, Inc. - Common Stock",S,N,N,100.0
CASM,"CAS Medical Systems, Inc.","CAS Medical Systems, Inc. - Common Stock",S,N,N,100.0
CASS,"Cass Information Systems, Inc","Cass Information Systems, Inc - Common Stock",Q,N,N,100.0
CASY,"Caseys General Stores, Inc.","Caseys General Stores, Inc. - Common Stock",Q,N,N,100.0
CATM,"Cardtronics, Inc.","Cardtronics, Inc. - Common Stock",Q,N,N,100.0
CATY,Cathay General Bancorp,Cathay General Bancorp - Common Stock,Q,N,N,100.0
CATYW,Cathay General Bancorp,Cathay General Bancorp - Warrant,Q,N,N,100.0
CAVM,"Cavium, Inc.","Cavium, Inc. - Common Stock",Q,N,N,100.0
CBAK,"China BAK Battery, Inc.","China BAK Battery, Inc. - Common Stock",G,N,N,100.0
CBAN,"Colony Bankcorp, Inc.","Colony Bankcorp, Inc. - Common Stock",G,N,N,100.0
CBAY,CymaBay Therapeutics Inc.,CymaBay Therapeutics Inc. - Common Stock,S,N,N,100.0
CBDE,CBD Energy Limited,CBD Energy Limited - Ordinary Shares,S,N,K,100.0
CBF,Capital Bank Financial Corp.,Capital Bank Financial Corp. - Class A Common Stock,Q,N,N,100.0
CBFV,"CB Financial Services, Inc.","CB Financial Services, Inc. - Common Stock",G,N,N,100.0
CBIN,"Community Bank Shares of Indiana, Inc.","Community Bank Shares of Indiana, Inc. - Common Stock",S,N,N,100.0
CBLI,"Cleveland BioLabs, Inc.","Cleveland BioLabs, Inc. - Common Stock",S,N,D,100.0
CBMG,"Cellular Biomedicine Group, Inc.","Cellular Biomedicine Group, Inc. - Common Stock",S,N,N,100.0
CBMX,CombiMatrix Corporation,CombiMatrix Corporation - Common Stock,S,N,N,100.0
CBNJ,"Cape Bancorp, Inc.","Cape Bancorp, Inc. - Common Stock",Q,N,N,100.0
CBNK,"Chicopee Bancorp, Inc.","Chicopee Bancorp, Inc. - Common Stock",G,N,N,100.0
CBOE,"CBOE Holdings, Inc.","CBOE Holdings, Inc. - Common Stock",Q,N,N,100.0
CBPO,"China Biologic Products, Inc.","China Biologic Products, Inc. - Common Stock",Q,N,N,100.0
CBRL,"Cracker Barrel Old Country Store, Inc.","Cracker Barrel Old Country Store, Inc. - Common Stock",Q,N,N,100.0
CBRX,"Columbia Laboratories, Inc.","Columbia Laboratories, Inc. - Common Stock",S,N,N,100.0
CBSH,"Commerce Bancshares, Inc.","Commerce Bancshares, Inc. - Common Stock",Q,N,N,100.0
CBSHP,"Commerce Bancshares, Inc.","Commerce Bancshares, Inc. - Depositary Shares, each representing a 1/1000th interest of 6.00% Series B Non-Cumulative Perpetual Preferred Stock",Q,N,N,100.0
CBST,"Cubist Pharmaceuticals, Inc.","Cubist Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0
CBSTZ,"Cubist Pharmaceuticals, Inc.","Cubist Pharmaceuticals, Inc. - Contingent Value Right",Q,N,N,100.0
CCBG,Capital City Bank Group,Capital City Bank Group - Common Stock,Q,N,N,100.0
CCCL,"China Ceramics Co., Ltd.","China Ceramics Co., Ltd. - Common Stock",G,N,D,100.0
CCCR,"China Commercial Credit, Inc.","China Commercial Credit, Inc. - Common Stock",S,N,E,100.0
CCIH,ChinaCache International Holdings Ltd.,ChinaCache International Holdings Ltd. - American Depositary Shares,Q,N,N,100.0
CCLP,CSI Compressco LP,CSI Compressco LP - common units,Q,N,N,100.0
CCMP,Cabot Microelectronics Corporation,Cabot Microelectronics Corporation - Common Stock,Q,N,N,100.0
CCNE,CNB Financial Corporation,CNB Financial Corporation - Common Stock,Q,N,N,100.0
CCOI,"Cogent Communications Holdings, Inc.","Cogent Communications Holdings, Inc. - Common Stock",Q,N,N,100.0
CCRN,"Cross Country Healthcare, Inc.","Cross Country Healthcare, Inc. - Common Stock",Q,N,N,100.0
CCUR,Concurrent Computer Corporation,Concurrent Computer Corporation - Common Stock,G,N,N,100.0
CCXI,"ChemoCentryx, Inc.","ChemoCentryx, Inc. - Common Stock",Q,N,N,100.0
CDC,Compass EMP U S EQ Income 100 Enhanced Volatility Weighted Fund,Compass EMP U S EQ Income 100 Enhanced Volatility Weighted Fund,G,N,N,100.0
CDK,"CDK Global, Inc.","CDK Global, Inc. - Common Stock",Q,N,N,100.0
CDNA,"CareDx, Inc.","CareDx, Inc. - Common Stock",G,N,N,100.0
CDNS,"Cadence Design Systems, Inc.","Cadence Design Systems, Inc. - Common Stock",Q,N,N,100.0
CDTI,"Clean Diesel Technologies, Inc.","Clean Diesel Technologies, Inc. - Common Stock",S,N,N,100.0
CDW,CDW Corporation,CDW Corporation - Common Stock,Q,N,N,100.0
CDXS,"Codexis, Inc.","Codexis, Inc. - Common Stock",Q,N,N,100.0
CDZI,"Cadiz, Inc.","Cadiz, Inc. - Common Stock",G,N,N,100.0
CECE,CECO Environmental Corp.,CECO Environmental Corp. - Common Stock,Q,N,N,100.0
CECO,Career Education Corporation,Career Education Corporation - Common Stock,Q,N,N,100.0
CELG,Celgene Corporation,Celgene Corporation - Common Stock,Q,N,N,100.0
CELGZ,Celgene Corporation,Celgene Corporation - Contingent Value Right,G,N,N,100.0
CEMI,"Chembio Diagnostics, Inc.","Chembio Diagnostics, Inc. - Common Stock",S,N,N,100.0
CEMP,"Cempra, Inc.","Cempra, Inc. - Common Stock",Q,N,N,100.0
CENT,Central Garden & Pet Company,Central Garden & Pet Company - Common Stock,Q,N,N,100.0
CENTA,Central Garden & Pet Company,Central Garden & Pet Company - Class A Common Stock Nonvoting,Q,N,N,100.0
CENX,Century Aluminum Company,Century Aluminum Company - Common Stock,Q,N,N,100.0
CERE,"Ceres, Inc.","Ceres, Inc. - Common Stock",S,N,D,100.0
CERN,Cerner Corporation,Cerner Corporation - Common Stock,Q,N,N,100.0
CERS,Cerus Corporation,Cerus Corporation - Common Stock,G,N,N,100.0
CERU,Cerulean Pharma Inc.,Cerulean Pharma Inc. - Common Stock,G,N,N,100.0
CETV,Central European Media Enterprises Ltd.,Central European Media Enterprises Ltd. - Class A Common Stock,Q,N,N,100.0
CEVA,"CEVA, Inc.","CEVA, Inc. - Common Stock",Q,N,N,100.0
CFA,Compass EMP US 500 Volatility Weighted Index ETF,Compass EMP US 500 Volatility Weighted Index ETF,G,N,N,100.0
CFBK,Central Federal Corporation,Central Federal Corporation - Common Stock,S,N,N,100.0
CFFI,C&F Financial Corporation,C&F Financial Corporation - Common Stock,Q,N,N,100.0
CFFN,"Capitol Federal Financial, Inc.","Capitol Federal Financial, Inc. - Common Stock",Q,N,N,100.0
CFGE,Calamos Focus Growth ETF,Calamos Focus Growth ETF,G,N,N,100.0
CFNB,California First National Bancorp,California First National Bancorp - Common Stock,G,N,N,100.0
CFNL,Cardinal Financial Corporation,Cardinal Financial Corporation - Common Stock,Q,N,N,100.0
CFO,Compass EMP US 500 Enhanced Volatility Weighted Index ETF,Compass EMP US 500 Enhanced Volatility Weighted Index ETF,G,N,N,100.0
